bird_id,theme,head,eyes,body,tail,wingLeft,wingRight,feet,beak
1,cyberbird,cyberbird,cyberbird,cyberbird,cyberbird,cyberbird,cyberbird,cyberbird,var2
2,rmrkpink,1f916,1f60e,1f916,1f916,1f916,1f916,1f916,1f60e
3,eggplant,1f32a-fe0f,1f60e,1f32a-fe0f,1f32a-fe0f,1f32a-fe0f,1f32a-fe0f,1f32a-fe0f,1f60e
4,oddworldabe,1f30b,1f62c,1f30b,1f30b,1f30b,1f30b,1f30b,1f62c
5,bandicoot,1f525,1f976,1f525,1f525,1f525,1f525,1f525,1f976
6,denim,1f30a,1f60e,1f30a,1f30a,1f30a,1f30a,1f30a,1f60e
7,denim,1f9df,1f9df,1f9df,1f9df,1f9df,1f9df,1f9df,1f9df
8,gumpop,1f9be,1f60d,1f9be,1f9be,1f9be,1f9be,1f9be,1f60d
9,seafoam,1f409,1f60e,1f409,1f409,1f409,1f409,1f409,1f60e
10,seafoam,1f409,1f618,var1,1f409,var1,1f409,var1,1f618
11,duckeggblue,1f916,var4,var1,1f916,var1,1f916,var1,1f9db-200d-2642-fe0f
12,red,1f9be,1f60e,var0,1f9de-200d-2642-fe0f,1f9be,1f9be,var0,1f60e
13,rmrkpink,var2,1f60d,var2,2694-fe0f,2694-fe0f,2694-fe0f,var2,1f60d
14,blue,1f30a,var3,var0,var0,1f30a,1f30a,var0,1f9db-200d-2642-fe0f
15,bandicoot,1f525,1f92f,1f525,1f525,1f525,1f525,1f525,1f92f
16,electrik,1f916,var3,var0,1f916,1f916,var0,var0,1f54a-fe0f
17,eggplant,1f30b,1f92f,1f30b,1f30b,1f30b,1f30b,1f30b,1f92f
18,retrosteel,1f48e,1f60d,1f48e,1f48e,1f48e,1f48e,1f48e,1f60d
19,chilipepper,var1,1f618,var1,1f525,1f525,1f525,var1,1f618
20,bandicoot,1f98b,1f60d,var0,1f98b,var0,1f98b,var0,1f60d
21,ocean,1f48e,1f92f,var1,var1,1f48e,1f48e,var1,1f92f
22,chilipepper,2600,1f618,2600,2600,2600,2600,2600,1f618
23,blue,1f48e,1f60f,var3,1f48e,1f48e,var3,var3,1f60f
24,duckeggblue,1f916,1f609,var1,1f308_tail,1f916,1f916,var1,1f609
25,seafoam,1f9df,1f9df,var0,1f9df,var0,1f9df,var0,1f9df
26,hymn,1f32a-fe0f,1f976,var2,1f419_tail,1f32a-fe0f,1f32a-fe0f,var2,1f976
27,mint,1f30b,1f609,var1,1f30b,var1,1f30b,var1,1f609
28,ocean,1f30a,1f32b,var4,var4,1f30a,1f30a,var4,var3
29,duckeggblue,1f916,1f60d,1f916,1f916,1f916,1f916,1f916,1f60d
30,rmrkpink,1f916,1f60d,1f916,1f916,1f916,1f916,1f916,1f60d
31,nightwing,1f916,1f60d,var0,1f916,1f916,var0,var0,1f60d
32,bandicoot,var1,263a-fe0f,var1,1f9dc,1f98b,1f98b,var1,263a-fe0f
33,eggplant,var1,1f60e,var1,1f48e,1f48e,1f48e,var1,1f60e
34,nightwing,var2,1f60e,var2,1f916,1f916,1f916,var2,1f60e
35,duckeggblue,1f916,1f60d,1f916,1f916,1f916,1f916,1f916,1f60d
36,icicle,goldtrim,1f60d,goldtrim,goldtrim,goldtrim,goldtrim,goldtrim,1f60d
37,seafoam,1f409,263a-fe0f,var0,1f409,1f409,var0,var0,263a-fe0f
38,rmrkpink,1f409,1f62c,1f409,1f409,1f409,1f409,1f409,1f62c
39,bandicoot,1f98b,1f970,var0,1f98b,1f98b,var0,var0,1f970
40,denim,1f48e,1f609,var1,1f48e,1f48e,1f48e,var1,1f609
41,bandicoot,1f525,1f60d,var3,1f525,1f525,1f525,var3,1f60d
42,hymn,1f48e,1f60d,var4,1f9de-200d-2642-fe0f,var4,1f48e,var4,1f60d
43,duckeggblue,1f916,1f60d,1f916,1f916,1f916,1f916,1f916,1f60d
44,blue,1f48e,1f47f,var3,1f48e,1f48e,var3,var3,1f47f
45,retrosteel,var0,1f60d,var0,1f48e,1f48e,1f48e,var0,1f60d
46,pumpkin,var1,1f32b,var1,1f9be,1f9be,1f9be,var1,var0
47,lola,var2,1f92f,var2,1f525,1f525,1f525,var2,1f92f
48,seafoam,1f409,1f60d,var4,1f409,1f409,var4,var4,1f60d
49,nightwing,1f916,1f60d,var0,var0,1f916,1f916,var0,1f60d
50,nightwing,1f916,1f976,1f916,1f916,1f916,1f916,1f916,1f976
51,icicle,1f916,1f609,var1,1f916,1f916,var1,var1,1f609
52,hymn,1f9be,1f618,var2,1f419_tail,1f9be,1f9be,var2,1f618
53,pumpkin,1f525,1f62c,var3,1f525,var3,1f525,var3,1f62c
54,pumpkin,1f525,1f60d,var3,1f525,1f525,1f525,var3,1f60d
55,blue,1f30a,1f47f,var4,1f30a,1f30a,var4,var4,1f47f
56,nightwing,1f916,1f618,var3,1f916,1f916,var3,var3,1f618
57,seafoam,1f409,1f970,var3,var3,1f409,1f409,var3,1f970
58,seafoam,1f409,1f60d,1f409,1f409,1f409,1f409,1f409,1f60d
59,red,var2,1f92f,var2,1f525,1f525,1f525,var2,1f92f
60,gumpop,1f525,1f92f,1f525,1f525,1f525,1f525,1f525,1f92f
61,red,1f525,1f32b,var1,1f308_tail,1f525,1f525,var1,var3
62,bandicoot,1f525,1f32b,var0,1f525,var0,1f525,var0,var1
63,lola,1f525,1f60e,1f525,1f525,1f525,1f525,1f525,1f60e
64,seafoam,1f409,263a-fe0f,var3,1f409,1f409,var3,var3,263a-fe0f
65,nightwing,var3,rasta,var3,1f916,1f916,1f916,var3,rasta
66,retrosteel,1f48e,1f32b,1f48e,1f48e,1f48e,1f48e,1f48e,var3
68,midnight,1f30b,1f60d,var4,1f30b,1f30b,var4,var4,1f60d
69,pumpkin,1f525,1f60d,1f525,1f525,1f525,1f525,1f525,1f60d
70,hymn,var0,1f618,var0,1f32a-fe0f,1f32a-fe0f,1f32a-fe0f,var0,1f618
71,red,1f525,rasta,var4,var4,1f525,1f525,var4,rasta
72,punkblue,2694-fe0f,1f60f,var3,var3,var3,2694-fe0f,var3,1f60f
73,oddworldabe,1f98b,263a-fe0f,var2,1f98b,var2,1f98b,var2,263a-fe0f
74,lola,1f525,1f970,var3,1f525,1f525,var3,var3,1f970
75,green,var2,1f618,var2,polkadot,polkadot,polkadot,var2,1f618
76,bandicoot,1fa78,1f60e,var4,1f9de-200d-2642-fe0f,1fa78,var4,var4,1f60e
77,red,1f525,rasta,var4,1f525,var4,1f525,var4,rasta
78,gumpop,1f9be,1f618,var0,var0,1f9be,1f9be,var0,1f618
79,rmrkpink,goldtrim,1f60d,var2,goldtrim,var2,goldtrim,var2,1f60d
80,pumpkin,1f525,1f620,var3,1f525,var3,1f525,var3,1f620
81,bandicoot,1f525,1f60e,var3,1f525,1f525,var3,var3,1f60e
82,chilipepper,goldtrim,1f92f,var4,goldtrim,goldtrim,var4,var4,1f92f
83,bandicoot,1f525,1f60f,var1,1f525,1f525,var1,var1,1f60f
84,bandicoot,1f916,263a-fe0f,var4,var4,1f916,1f916,var4,263a-fe0f
85,mint,1f4a7,1f60e,var2,1f4a7,var2,1f4a7,var2,1f60e
86,pumpkin,1f525,1f60e,var0,1f525,1f525,var0,var0,1f60e
88,chilipepper,1f525,1f618,var0,1f525,var0,1f525,var0,1f618
89,bandicoot,1f98b,263a-fe0f,var0,1f98b,var0,1f98b,var0,263a-fe0f
90,pumpkin,var0,1f618,var0,1f9be,1f9be,1f9be,var0,1f618
91,eggplant,1f409,1f92f,1f409,1f409,1f409,1f409,1f409,1f92f
93,bandicoot,1f525,rasta,var3,1f525,1f525,var3,var3,rasta
94,chocolate,2694-fe0f,1f970,var0,2694-fe0f,var0,2694-fe0f,var0,1f970
95,blue,1f9be,1f618,var3,var3,1f9be,1f9be,var3,1f618
96,rift,var4,1f62c,var4,1f32a-fe0f,1f32a-fe0f,1f32a-fe0f,var4,1f62c
97,mango,2600,263a-fe0f,var1,1f419_tail,2600,2600,var1,263a-fe0f
98,eggplant,1f32a-fe0f,1f970,var4,1f32a-fe0f,1f32a-fe0f,var4,var4,1f970
99,denim,var0,263a-fe0f,var0,1f32a-fe0f,1f32a-fe0f,1f32a-fe0f,var0,263a-fe0f
100,ocean,1f48e,1f60e,var0,1f48e,1f48e,var0,var0,1f60e
101,black,1f4a7,1f970,var0,1f4a7,var0,var0,var0,1f970
102,sunset,1f9df,1f9df,var0,1f9df,1f9df,var0,var0,1f9df
103,seafoam,1f409,1f618,var3,1f409,var3,1f409,var3,1f618
104,hymn,1f48e,1f618,var3,1f48e,1f48e,var3,var3,1f618
105,blue,1f32a-fe0f,1f60d,var4,1f32a-fe0f,1f32a-fe0f,var4,var4,1f60d
106,blue,1fa78,1f60d,var1,1f308_tail,1fa78,1fa78,var1,1f60d
107,duckeggblue,var2,1f60d,var2,1f9be,1f9be,1f9be,var2,1f60d
108,mint,1f9df,1f9df,var0,var0,1f9df,1f9df,var0,1f9df
109,gold,2694-fe0f,1f609,var2,var2,2694-fe0f,2694-fe0f,var2,1f609
110,hymn,var0,1f609,var0,1f9be,1f9be,1f9be,var0,1f609
111,ocean,1f4a7,1f32b,var3,1f419_tail,1f4a7,1f4a7,var3,var2
112,hymn,1f48e,1f60f,var1,1f48e,1f48e,var1,var1,1f60f
113,puff,polkadot,1f60d,var0,polkadot,polkadot,var0,var0,1f60d
114,chilipepper,1f525,1f60e,var4,var4,1f525,1f525,var4,1f60e
115,ocean,var4,1f970,var4,1f48e,1f48e,1f48e,var4,1f970
116,hymn,1f4a7,1f60e,var1,1f4a7,1f4a7,1f4a7,var1,1f60e
117,retrosteel,1f48e,1f60e,var2,1f48e,1f48e,var2,var2,1f60e
118,duckeggblue,1f916,1f60d,var1,1f916,var1,1f916,var1,1f60d
119,sakura,2694-fe0f,1f92f,var2,1f308_tail,2694-fe0f,var2,var2,1f92f
120,sunset,2600,1f62c,var2,2600,2600,var2,var2,1f62c
121,ocean,1f30a,1f60d,var0,1f30a,var0,var0,var0,1f60d
122,nightwing,1f916,1f60d,var2,1f916,1f916,var2,var2,1f60d
123,sunset,var1,1f32b,var1,2600,2600,var1,var1,var4
124,bandicoot,1f525,1f970,var2,1f525,var2,var2,var2,1f970
125,bandicoot,1f98b,1f618,var2,1f98b,var2,1f98b,var2,1f618
126,blue,1f30a,rasta,var4,1f308_tail,1f30a,1f30a,var4,rasta
127,oddworldabe,1f98b,1f970,var2,1f98b,var2,1f98b,var2,1f970
128,seafoam,1f409,1f92f,var1,1f409,1f409,var1,var1,1f92f
129,midnight,cyberbird,1f62c,var4,cyberbird,var4,cyberbird,var4,1f62c
130,red,var1,1f609,var1,1f525,var1,1f525,var1,1f609
131,lavender,1f9be,1f60f,var3,1f9be,1f9be,var3,var3,1f60f
132,denim,var1,rasta,var1,1f32a-fe0f,1f32a-fe0f,1f32a-fe0f,var1,rasta
133,blue,1f48e,1f92f,var1,1f48e,var1,1f48e,var1,1f92f
134,hell,1f30b,1f32b,var0,1f419_tail,var0,1f30b,var0,var0
135,red,1f525,1f32b,var2,1f419_tail,1f525,1f525,var2,var2
136,eggplant,var4,1f976,var4,1f30b,1f30b,var4,var4,1f976
137,beige,var3,1f60e,var3,polkadot,polkadot,var3,var3,1f60e
138,oddworldabe,1f98b,var0,var1,var1,var1,1f98b,var1,1f430
139,lola,goldtrim,263a-fe0f,var4,goldtrim,goldtrim,var4,var4,263a-fe0f
140,retrosteel,1f30a,1f60d,var1,1f308_tail,var1,1f30a,var1,1f60d
141,ocean,1f30a,1f976,var2,1f30a,1f30a,var2,var2,1f976
142,copper,1f30b,263a-fe0f,var0,1f30b,var0,1f30b,var0,263a-fe0f
143,ocean,var0,1f976,var0,goldtrim,var0,goldtrim,var0,1f976
144,eggplant,var2,1f60f,var2,1f419_tail,1f30a,1f30a,var2,1f60f
145,puff,var1,var3,var1,1f9be,1f9be,1f9be,var1,1f54a-fe0f
146,blue,2694-fe0f,1f62c,var4,2694-fe0f,2694-fe0f,2694-fe0f,var4,1f62c
147,denim,1f4a7,1f618,var0,1f308_tail,1f4a7,1f4a7,var0,1f618
148,seafoam,1f409,1f60e,var1,1f308_tail,1f409,1f409,var1,1f60e
149,gumpop,var4,1f609,var4,2694-fe0f,2694-fe0f,var4,var4,1f609
150,seafoam,var3,1f92f,var3,1f409,1f409,1f409,var3,1f92f
151,blue,1f30a,1f60d,var2,1f30a,1f30a,var2,var2,1f60d
152,chilipepper,1fa78,1f618,var3,1fa78,var3,1fa78,var3,1f618
153,duckeggblue,var1,1f62c,var1,1f916,1f916,1f916,var1,1f62c
154,duckeggblue,1f916,263a-fe0f,var1,var1,1f916,1f916,var1,263a-fe0f
155,lola,1f4a7,1f970,var2,1f4a7,var2,1f4a7,var2,1f970
156,lola,1f98b,1f60e,var0,1f98b,var0,var0,var0,1f60e
157,hymn,var4,1f32b,var4,1f30a,1f30a,1f30a,var4,var4
158,seafoam,var2,1f9df,var2,1f9df,1f9df,var2,var2,1f9df
159,ocean,1f30a,1f609,var3,1f30a,1f30a,var3,var3,1f609
160,red,var2,1f609,var2,1f525,1f525,var2,var2,1f609
161,ocean,var4,1f618,var4,1f9de-200d-2642-fe0f,1f48e,1f48e,var4,1f618
162,lola,var0,1f60e,var0,1f525,1f525,var0,var0,1f60e
163,duckeggblue,1f916,rasta,var3,var3,var3,1f916,var3,rasta
164,bandicoot,1fa78,1f92f,var1,1fa78,var1,1fa78,var1,1f92f
165,hymn,1f4a7,1f62c,var4,1f4a7,1f4a7,var4,var4,1f62c
166,retrosteel,1f4a7,1f970,var1,1f4a7,var1,var1,var1,1f970
167,chilipepper,1f525,1f60d,var3,1f308_tail,1f525,1f525,var3,1f60d
168,icicle,var4,1f970,var4,var4,1f9be,1f9be,var4,1f970
169,seafoam,var1,1f60f,var1,1f409,1f409,1f409,var1,1f60f
170,ocean,1f32a-fe0f,1f62c,var3,1f308_tail,1f32a-fe0f,1f32a-fe0f,var3,1f62c
171,eggplant,var2,1f62c,var2,1f30a,1f30a,1f30a,var2,1f62c
172,eggplant,1f30a,1f618,var0,1f419_tail,1f30a,1f30a,var0,1f618
174,blue,var3,1f60d,var3,1f48e,1f48e,1f48e,var3,1f60d
175,puff,1f916,1f60e,var1,1f916,var1,var1,var1,1f60e
176,red,polkadot,1f609,var0,1f308_tail,polkadot,polkadot,var0,1f609
177,denim,1f48e,1f92f,var4,1f48e,1f48e,var4,var4,1f92f
178,eggplant,1f30a,1f92f,var3,1f30a,1f30a,var3,var3,1f92f
179,sakura,1f9be,1f60d,var2,1f308_tail,1f9be,1f9be,var2,1f60d
180,hymn,1f32a-fe0f,1f60d,var3,1f32a-fe0f,1f32a-fe0f,var3,var3,1f60d
181,seafoam,var4,1f970,var4,1f409,var4,1f409,var4,1f970
182,chilipepper,var2,rasta,var2,1f9be,1f9be,1f9be,var2,rasta
183,blue,var0,1f60d,var0,1f4a7,1f4a7,1f4a7,var0,1f60d
184,pistachio,var0,1f60d,var0,polkadot,polkadot,var0,var0,1f60d
185,ocean,1f9df,1f9df,var1,1f9df,var1,1f9df,var1,1f9df
186,oddworldabe,1f98b,1f62c,var1,var1,var1,1f98b,var1,1f62c
187,seafoam,1f48e,1f60d,var2,var2,1f48e,1f48e,var2,1f60d
188,nightwing,1f916,263a-fe0f,var4,1f916,1f916,var4,var4,263a-fe0f
189,chilipepper,var3,1f60d,var3,1f525,1f525,1f525,var3,1f60d
190,lola,var4,var1,var4,1f98b,var4,1f98b,var4,1f54a-fe0f
191,chilipepper,1f525,1f970,var2,1f525,1f525,1f525,var2,1f970
192,bandicoot,var1,var1,var1,1fa78,1fa78,1fa78,var1,1f9db-200d-2642-fe0f
193,blue,1f4a7,1f62c,var2,1f4a7,var2,var2,var2,1f62c
194,pumpkin,var2,1f60d,var2,1f525,var2,1f525,var2,1f60d
195,hymn,var4,1f32b,var4,goldtrim,goldtrim,var4,var4,var2
196,red,1f4a7,263a-fe0f,var2,var2,var2,1f4a7,var2,263a-fe0f
197,sunkissed,2600,1f92f,var1,2600,var1,2600,var1,1f92f
198,lola,1f525,263a-fe0f,var3,1f525,var3,var3,var3,263a-fe0f
199,ocean,var3,1f62c,var3,1f32a-fe0f,1f32a-fe0f,var3,var3,1f62c
200,midnight,cyberbird,1f60d,var0,cyberbird,var0,cyberbird,var0,1f60d
201,duckeggblue,var1,1f618,var1,1f9de-200d-2642-fe0f,1f916,1f916,var1,1f618
202,retrosteel,var0,1f47f,var0,1f48e,1f48e,var0,var0,1f47f
203,nightwing,var1,1f618,var1,1f916,var1,1f916,var1,1f618
204,rmrkpink,goldtrim,1f60e,var3,goldtrim,var3,var3,var3,1f60e
205,hymn,1f30a,1f62c,var4,1f419_tail,1f30a,var4,var4,1f62c
206,bandicoot,var3,1f970,var3,1fa78,var3,1fa78,var3,1f970
207,chilipepper,var4,1f618,var4,1fa78,1fa78,1fa78,var4,1f618
208,eggplant,1f32a-fe0f,1f60d,var4,1f308_tail,var4,1f32a-fe0f,var4,1f60d
209,eggplant,var4,1f60e,var4,1f9be,1f9be,var4,var4,1f60e
210,nightwing,1f916,1f618,var3,1f916,var3,1f916,var3,1f618
211,ube,var4,1f60e,var4,1f30b,1f30b,var4,var4,1f60e
212,chilipepper,1f9be,1f60f,var3,1f9be,1f9be,var3,var3,1f60f
213,lola,var4,rasta,var4,1f30b,1f30b,1f30b,var4,rasta
214,eggplant,1f9be,var2,var3,1f9be,var3,1f9be,var3,1f54a-fe0f
215,bandicoot,1fa78,1f60e,var4,1fa78,var4,1fa78,var4,1f60e
216,black,var3,1f62c,var3,cyberbird,var3,cyberbird,var3,1f62c
217,sakura,goldtrim,1f618,var1,1f308_tail,goldtrim,goldtrim,var1,1f618
218,pumpkin,1f525,1f609,var1,1f525,var1,1f525,var1,1f609
219,pumpkin,var2,1f618,var2,1f525,1f525,var2,var2,1f618
220,pumpkin,1f525,1f32b,var2,1f525,var2,1f525,var2,var4
221,steelgray,polkadot,1f62c,var0,polkadot,var0,polkadot,var0,1f62c
222,bandicoot,1fa78,1f60d,var0,1f419_tail,1fa78,1fa78,var0,1f60d
223,chilipepper,1f525,1f60e,var4,1f525,1f525,var4,var4,1f60e
224,periwinkle,cyberbird,1f60d,var2,cyberbird,var2,cyberbird,var2,1f60d
225,gumpop,var4,1f60f,var4,1f9be,1f9be,1f9be,var4,1f60f
226,retrosteel,1f48e,1f32b,var2,1f48e,var2,var2,var2,var2
227,chocolate,1f98b,1f609,var3,1f308_tail,var3,1f98b,var3,1f609
228,white,var1,1f609,var1,var1,goldtrim,goldtrim,var1,1f609
229,red,1f525,1f60d,var3,1f30b,1f525,1f525,var3,1f60d
230,duckeggblue,1f916,1f92f,var4,1f308_tail,1f916,1f916,var4,1f92f
231,lola,1f525,1f618,var0,1f525,1f525,var0,var0,1f618
232,lola,var0,1f609,var0,1f525,1f525,1f525,var0,1f609
233,sunset,var3,1f60d,var3,2600,2600,2600,var3,1f60d
234,ocean,1f9be,1f60d,var4,1f9be,var4,1f9be,var4,1f60d
235,red,1f525,1f60e,var4,1f525,1f525,var4,var4,1f60e
236,bandicoot,1f525,1f60d,var3,1f419_tail,1f525,1f525,var3,1f60d
237,pumpkin,1f525,1f32b,var4,1f525,var4,1f525,var4,var1
238,retrosteel,var0,263a-fe0f,var0,1f419_tail,1f32a-fe0f,1f32a-fe0f,var0,263a-fe0f
239,bandicoot,var4,var2,var4,1f525,var4,1f525,var4,1f430
240,ocean,polkadot,1f62c,var4,1f419_tail,polkadot,var4,var4,1f62c
241,denim,1f48e,263a-fe0f,var3,1f308_tail,1f48e,1f48e,var3,263a-fe0f
242,retrosteel,1f30a,1f970,var0,1f419_tail,1f30a,var0,var0,1f970
243,oddworldabe,cyberbird,1f32b,var2,1f419_tail,cyberbird,var2,var2,var0
244,pumpkin,1f525,1f60d,var3,1f525,1f525,var3,var3,1f60d
245,bandicoot,1f525,1f60d,var3,1f525,var3,var3,var3,1f60d
246,pumpkin,var2,1f618,var2,1f525,1f525,1f525,var2,1f618
247,pumpkin,1f525,1f609,var0,1f525,1f525,var0,var0,1f609
248,pumpkin,1f525,263a-fe0f,var1,1f525,var1,1f525,var1,263a-fe0f
249,pumpkin,1f525,1f62c,var2,1f525,var2,1f525,var2,1f62c
250,seafoam,var1,1f62c,var1,2694-fe0f,2694-fe0f,2694-fe0f,var1,1f62c
251,duckeggblue,1f916,1f620,var0,1f916,1f916,var0,var0,1f620
252,retrosteel,var2,rasta,var2,1f48e,var2,1f48e,var2,rasta
253,eggplant,1f30b,1f60e,var1,1f30b,1f30b,var1,var1,1f60e
254,duckeggblue,1f916,263a-fe0f,var3,1f916,var3,1f916,var3,263a-fe0f
255,chocolate,1f9be,1f60f,var4,1f9be,1f9be,var4,var4,1f60f
256,denim,1f32a-fe0f,1f32b,var0,1f32a-fe0f,var0,1f32a-fe0f,var0,var3
257,ocean,1f30a,1f609,var4,var4,var4,1f30a,var4,1f609
258,seafoam,var0,263a-fe0f,var0,var0,polkadot,polkadot,var0,263a-fe0f
259,oddworldabe,1f98b,1f970,var1,1f98b,var1,var1,var1,1f970
260,duckeggblue,1f916,263a-fe0f,var0,1f916,var0,var0,var0,263a-fe0f
261,chocolate,1f98b,1f60e,var1,1f98b,1f98b,var1,var1,1f60e
262,sakura,cyberbird,1f609,var2,1f308_tail,cyberbird,var2,var2,1f609
263,gumpop,2694-fe0f,1f970,var3,1f308_tail,2694-fe0f,var3,var3,1f970
264,chilipepper,1f525,var1,var1,1f525,var1,1f525,var1,1f54a-fe0f
265,lola,1f525,var4,var4,1f525,1f525,var4,var4,1f54a-fe0f
266,red,1f525,var1,var3,1f525,1f525,var3,var3,1f54a-fe0f
267,ocean,1f30a,1f609,var0,var0,var0,1f30a,var0,1f609
268,blue,1f32a-fe0f,263a-fe0f,var4,1f32a-fe0f,var4,1f32a-fe0f,var4,263a-fe0f
269,denim,var1,1f618,var1,1f32a-fe0f,1f32a-fe0f,var1,var1,1f618
270,hymn,var4,1f60d,var4,2694-fe0f,2694-fe0f,2694-fe0f,var4,1f60d
271,sunset,var4,263a-fe0f,var4,1f30b,1f30b,1f30b,var4,263a-fe0f
272,retrosteel,var3,1f609,var3,1f48e,var3,1f48e,var3,1f609
273,nightwing,var0,1f60d,var0,var0,1f916,1f916,var0,1f60d
274,seafoam,1f409,1f609,var3,var3,var3,1f409,var3,1f609
275,sunset,var0,1f47f,var0,2600,var0,2600,var0,1f47f
276,raspberry,var1,rasta,var1,1f9be,1f9be,1f9be,var1,rasta
277,hymn,1f30a,1f60d,var2,1f308_tail,1f30a,var2,var2,1f60d
278,chilipepper,var3,1f970,var3,1f30b,1f30b,1f30b,var3,1f970
279,ocean,1f32a-fe0f,1f970,var2,1f32a-fe0f,1f32a-fe0f,var2,var2,1f970
280,seafoam,1f409,1f62c,var4,1f409,1f409,var4,var4,1f62c
281,gumpop,2694-fe0f,1f618,var3,1f308_tail,2694-fe0f,2694-fe0f,var3,1f618
282,pumpkin,1f525,1f970,var4,1f525,1f525,var4,var4,1f970
283,red,1f32a-fe0f,1f92f,var2,var2,1f32a-fe0f,1f32a-fe0f,var2,1f92f
284,white,1f409,1f618,var2,1f409,var2,1f409,var2,1f618
285,oddworldabe,var3,1f618,var3,1f98b,1f98b,1f98b,var3,1f618
286,mango,var2,1f60e,var2,1f419_tail,2600,2600,var2,1f60e
287,seafoam,1f30b,1f32b,var4,var4,1f30b,var4,var4,var4
288,duckeggblue,var4,1f609,var4,1f419_tail,1f916,1f916,var4,1f609
289,sunset,2600,1f618,var4,2600,2600,var4,var4,1f618
290,midnight,1f30b,1f60d,var4,1f9be,1f30b,1f30b,var4,1f60d
291,camouflage,2694-fe0f,1f618,var1,2694-fe0f,2694-fe0f,var1,var1,1f618
292,blue,1f30a,1f92f,var2,var2,var2,1f30a,var2,1f92f
293,punkblue,2694-fe0f,1f60f,var0,1f30b,2694-fe0f,2694-fe0f,var0,1f60f
294,eggplant,var4,rasta,var4,var4,1f30b,1f30b,var4,rasta
295,ocean,var1,rasta,var1,var1,1f32a-fe0f,1f32a-fe0f,var1,rasta
296,bandicoot,var2,1f61e,var2,1f9dc,var2,1f525,var2,1f61e
297,chilipepper,1f98b,var0,var3,1f9dc,1f98b,var3,var3,1f430
298,oddworldabe,1f98b,var4,var3,var3,var3,1f98b,var3,1f430
299,ocean,1f48e,1f62c,var3,var3,var3,1f48e,var3,1f62c
300,ocean,1f30a,rasta,var0,1f30a,var0,1f30a,var0,rasta
301,brushed,1f30b,1f60f,var0,1f30b,var0,var0,var0,1f60f
302,washedpink,goldtrim,1f609,var1,1f308_tail,var1,goldtrim,var1,1f609
303,copper,cyberbird,1f62c,var1,var1,cyberbird,var1,var1,1f62c
304,gumpop,var1,1f60f,var1,1f308_tail,polkadot,polkadot,var1,1f60f
305,retrosteel,var4,1f618,var4,1f419_tail,1f409,1f409,var4,1f618
306,oddworldabe,var3,1f60d,var3,1f98b,1f98b,1f98b,var3,1f60d
307,steelgray,polkadot,1f970,var1,polkadot,var1,polkadot,var1,1f970
308,eggplant,1f30a,1f60e,var1,1f30a,var1,1f30a,var1,1f60e
309,blue,var4,1f60e,var4,1f48e,1f48e,1f48e,var4,1f60e
310,mango,var3,1f609,var3,1f9be,1f9be,var3,var3,1f609
311,seafoam,var3,263a-fe0f,var3,1f30b,1f30b,1f30b,var3,263a-fe0f
312,ube,2694-fe0f,1f62c,var2,2694-fe0f,var2,var2,var2,1f62c
313,duckeggblue,var0,1f618,var0,1f916,1f916,var0,var0,1f618
314,sunset,1f30b,1f60d,var1,1f419_tail,1f30b,var1,var1,1f60d
315,sunkissed,2600,1f62c,var3,2600,2600,var3,var3,1f62c
316,mattel,var4,1f60e,var4,polkadot,polkadot,var4,var4,1f60e
317,bandicoot,var1,1f618,var1,1f98b,var1,1f98b,var1,1f618
318,lola,1f409,1f60e,var0,1f409,var0,1f409,var0,1f60e
319,hymn,1f32a-fe0f,rasta,1f32a-fe0f,1f32a-fe0f,1f32a-fe0f,1f32a-fe0f,1f32a-fe0f,rasta
320,eggplant,1f48e,1f618,var1,1f48e,var1,1f48e,var1,1f618
321,seafoam,1f409,1f60d,var4,1f409,1f409,var4,var4,1f60d
322,hymn,1f4a7,1f32b,var4,1f4a7,var4,1f4a7,var4,var3
323,mattel,goldtrim,1f92f,var4,1f308_tail,goldtrim,goldtrim,var4,1f92f
324,seafoam,1f409,rasta,var1,1f409,var1,var1,var1,rasta
325,beige,var4,263a-fe0f,var4,polkadot,var4,polkadot,var4,263a-fe0f
326,punkblue,goldtrim,rasta,var2,1f419_tail,goldtrim,goldtrim,var2,rasta
327,chocolate,var0,1f60d,var0,1f98b,1f98b,var0,var0,1f60d
328,electrik,2600,263a-fe0f,var0,1f308_tail,2600,var0,var0,263a-fe0f
329,eggplant,var3,1f60d,var3,1f48e,var3,1f48e,var3,1f60d
330,chilipepper,1f9be,1f60d,var1,1f9be,var1,var1,var1,1f60d
331,eggplant,1f30a,1f60d,var3,1f308_tail,1f30a,var3,var3,1f60d
332,seafoam,2694-fe0f,1f92f,var2,2694-fe0f,2694-fe0f,var2,var2,1f92f
333,sunset,var3,1f618,var3,1f30b,var3,1f30b,var3,1f618
334,mattel,cyberbird,1f32b,var1,1f308_tail,cyberbird,var1,var1,var0
335,seafoam,1f409,1f62c,var1,1f409,var1,var1,var1,1f62c
336,hymn,1f32a-fe0f,1f92f,var0,1f32a-fe0f,var0,var0,var0,1f92f
337,chocolate,1f98b,1f618,var3,1f98b,var3,1f98b,var3,1f618
338,ocean,1f30a,1f60f,var2,1f419_tail,var2,1f30a,var2,1f60f
339,mattel,var1,1f60e,var1,1f419_tail,cyberbird,cyberbird,var1,1f60e
340,chocolate,1f98b,1f92f,var0,1f308_tail,1f98b,var0,var0,1f92f
